0_to_0,0_to_1_OFF_to_ON,1_to_0_OFF_to_ON,1_to_1,n_detectors,on_nonzero_count,off_nonzero_count,on_fraction,off_fraction
11,8,0,0,19,8,0,0.42105263157894735,0.0
