slice,drift_delta,drift_mode,drift_scope,online_recal,n_rows,pass_rate_mean,events_ratio_p95,events_ratio_p99,max_events_ratio_overall,tiw_ratio_p95,tiw_ratio_p99,max_tiw_ratio_overall,clean_pass_rate_mean,pass_rate_delta_vs_clean,flip_1to0_rate,flip_0to1_rate,max_events_ratio_delta_vs_clean
score_only_budget_ge_0p75,0.25,noise_ar1,score_all,1,285,0.5263157894736842,1.3333333333333333,1.7777777777777777,2.2222222222222223,6.333333333333352,6.666666666666666,6.666666666666666,0.49122807017543857,0.03508771929824561,0.0,0.03508771929824561,0.4444444444444444
score_only_budget_ge_0p75,0.5,noise_ar1,score_all,1,285,0.512280701754386,1.3333333333333333,1.7777777777777777,2.2222222222222223,6.333333333333352,6.666666666666666,6.666666666666666,0.49122807017543857,0.021052631578947434,0.03508771929824561,0.056140350877192984,0.8888888888888888
score_only_budget_ge_0p75,0.75,noise_ar1,score_all,1,285,0.5754385964912281,1.3333333333333333,2.2222222222222223,2.2222222222222223,6.500000000000009,6.666666666666666,6.666666666666666,0.49122807017543857,0.08421052631578951,0.0,0.08421052631578947,0.8888888888888891
score_only_budget_ge_0p75,1.0,noise_ar1,score_all,1,285,0.5087719298245614,1.6666666666666667,1.7777777777777777,2.2222222222222223,6.444444444444456,6.666666666666666,6.666666666666666,0.49122807017543857,0.01754385964912286,0.021052631578947368,0.03859649122807018,0.44444444444444464
