kind,panel,detector,paper_strength_policy,attack_strength_selected,attack_strength_selected_is_applicable,budget_target_paper,budget_nominal_selected,matched_mode,matched_budget_band,matched_tol_budget,tiw_cap,matched_tol_tiw,years_eval_median,target_count_nearest,count_band_width,implied_rate_nearest,n_trials_total,n_trials_budget_in_band,n_trials_joint_in_band,n_trials_primary,coverage_budget,coverage_joint,coverage_primary,primary_status,n_trials,detect_rate,detect_rate_null,uplift_detect_rate,event_success_rate,event_timely_sla_rate,event_anywarn_success_rate,event_anywarn_timely_sla_rate,event_preexisting_warning_rate,contract_pass_full_rate,contract_pass_full_anywarn_rate,event_sla_months,median_delay,median_delay_null,delay_p50,delay_p90,delay_null_p50,delay_null_p90,event_delay_p50,event_delay_p90,event_time_to_trigger_p50,event_time_to_trigger_p90,median_delay_uncens,median_delay_null_uncens,mean_false_alarm_months_per_year,mean_false_alert_events_per_year,mean_time_in_warning,mean_p_star,mean_effect_size,mean_fae_null,mean_tiw_null,mean_cad_win,mean_cad_post,mean_dtiw_win,mean_abs_dtiw_win,mean_dtiw_post,nc2_p0,p_hat,p_binom,nc2_pass,nc2_alpha,row_status,infeasible_reason
corr_mix,all_only,fused_sp_lrt_delta,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,21,21,21,0.7,0.7,0.7,OK,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,NA,NA,0.7375886524822695,0.7375886524822695,0.014184397163120569,0.020294593204858803,-0.24276574022236672,0.7375886524822695,0.014184397163120569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,OK,
corr_mix,all_only,max_abs,INFEASIBLE,1.0,INFEASIBLE,1.0,INFEASIBLE,budget_only,count,0.1,INFEASIBLE,INFEASIBLE,INFEASIBLE,5,1,0.9219858156028369,30,INFEASIBLE,INFEASIBLE,0,INFEASIBLE,INFEASIBLE,0.0,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,no_trials_in_matched_band
corr_mix,all_only,pc_t2,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,30,30,1.0,1.0,1.0,OK,30.0,0.36666666666666664,0.36666666666666664,0.0,0.36666666666666664,0.0,0.36666666666666664,0.0,0.0,0.0,0.0,4.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,15.0,15.0,1.0203309692671394,0.8543735224586289,0.019621749408983456,0.020294593204858803,0.0,0.8543735224586289,0.019621749408983456,0.0,0.0,0.0,0.0,0.0,0.36666666666666664,0.36666666666666664,0.5684136808409713,0.0,0.05,OK,
corr_mix,all_only,res_energy,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,30,30,1.0,1.0,1.0,OK,30.0,0.3,0.3,0.0,0.36666666666666664,0.06666666666666667,0.36666666666666664,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,4.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,16.0,16.0,5.2368794326241135,0.8851063829787235,0.10070921985815601,0.09981968072590121,0.0,0.8851063829787235,0.10070921985815601,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5684820937170598,0.0,0.05,OK,
corr_mix,all_only,stale,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,0,30,1.0,0.0,1.0,OK,30.0,0.4,0.4,0.0,0.9666666666666667,0.6,0.9666666666666667,0.6,0.5666666666666667,0.0,0.0,4.0,26.0,26.0,26.0,26.0,26.0,26.0,0.0,23.200000000000003,26.0,26.0,17.0,17.0,25.164066193853426,1.094089834515366,0.4839243498817967,1.0000000000000002e-06,0.07697804566131967,1.094089834515366,0.4839243498817967,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5689095006195575,0.0,0.05,OK,
corr_mix,full,T2,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,22,22,22,0.7333333333333333,0.7333333333333333,0.7333333333333333,OK,22.0,0.9545454545454546,0.0,0.9545454545454546,0.9545454545454546,0.9090909090909091,0.9545454545454546,0.9090909090909091,0.0,0.9090909090909091,0.9090909090909091,4.0,0.0,26.0,0.0,3.6000000000000085,26.0,26.0,0.0,3.6000000000000085,0.0,3.6000000000000085,0.0,NA,1.0560928433268857,0.6202450032237263,0.020309477756286266,3.051757812500001e-06,4815867713.416383,0.7375886524822696,0.024822695035460987,0.059440559440559454,0.01515151515151515,0.059440559440559454,0.059440559440559454,-0.01515151515151515,0.0,0.9545454545454546,0.0,1.0,0.05,OK,
corr_mix,full,cusum_factor_cov_lrt,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,14,14,14,0.4666666666666667,0.4666666666666667,0.4666666666666667,OK,14.0,0.7142857142857143,0.6428571428571429,0.0714285714285714,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,4.0,11.5,19.5,11.5,26.0,19.5,26.0,11.5,26.0,11.5,26.0,9.0,14.0,1.1854103343465046,1.0536980749746707,0.022796352583586626,NA,0.2352412779758313,1.0536980749746707,0.022796352583586626,0.052197802197802186,0.0,0.0027472527472527475,0.0027472527472527475,0.0,0.6428571428571429,0.7142857142857143,0.40070100468047587,0.0,0.05,OK,
corr_mix,full,ewma_factor_cov_lrt,INFEASIBLE,1.0,INFEASIBLE,1.0,INFEASIBLE,budget_only,count,0.1,INFEASIBLE,INFEASIBLE,INFEASIBLE,5,1,0.9219858156028369,30,INFEASIBLE,INFEASIBLE,0,INFEASIBLE,INFEASIBLE,0.0,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,INFEASIBLE,no_trials_in_matched_band
corr_mix,full,factor_cov_change,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,18,18,18,0.6,0.6,0.6,OK,18.0,0.5555555555555556,1.0,-0.4444444444444444,0.5555555555555556,0.16666666666666666,0.5555555555555556,0.16666666666666666,0.0,0.0,0.0,4.0,21.5,11.5,21.5,26.0,11.5,22.6,21.5,26.0,21.5,26.0,10.0,11.5,2.888888888888889,1.106382978723404,0.05555555555555555,0.05873343323689557,-0.310572246962518,1.106382978723404,0.052009456264775406,0.05341880341880342,0.05555555555555555,-0.04487179487179488,0.04914529914529915,0.05555555555555555,1.0,0.5555555555555556,1.0,0.0,0.05,OK,
corr_mix,full,factor_cov_delta,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,30,30,1.0,1.0,1.0,OK,30.0,0.4666666666666667,0.6333333333333333,-0.16666666666666663,0.4666666666666667,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,4.0,26.0,21.5,26.0,26.0,21.5,26.0,26.0,26.0,26.0,26.0,18.0,15.0,1.8624113475177309,1.0264775413711582,0.03581560283687943,0.03363732529821174,-0.3436682291502121,0.9895981087470449,0.0351063829787234,0.02564102564102564,0.06666666666666667,-0.015384615384615385,0.015384615384615385,0.04444444444444444,0.6333333333333333,0.4666666666666667,0.9797599170192496,0.0,0.05,OK,
corr_mix,full,factor_cov_lrt,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,21,21,21,0.7,0.7,0.7,OK,21.0,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,4.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,21.0,NA,1.027355623100304,0.7727119216480919,0.01975683890577508,1.0000000000000002e-06,0.16778301990193153,0.7375886524822695,0.017561634582911184,0.003663003663003663,0.015873015873015872,0.0,0.003663003663003663,-0.015873015873015872,0.0,0.047619047619047616,0.0,1.0,0.05,OK,
corr_mix,full,factor_cov_lrt_delta,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,30,30,1.0,1.0,1.0,OK,30.0,0.36666666666666664,0.43333333333333335,-0.06666666666666671,0.36666666666666664,0.03333333333333333,0.36666666666666664,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,4.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,19.0,15.0,0.8543735224586289,0.8543735224586289,0.01643026004728133,0.014241159089097342,1692.8456434973612,0.842080378250591,0.016193853427895987,0.012820512820512824,0.0,-0.002564102564102564,0.002564102564102564,0.0,0.43333333333333335,0.36666666666666664,0.8210353087705206,0.0,0.05,OK,
corr_mix,full,fused_fisher,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,30,30,1.0,1.0,1.0,OK,30.0,0.43333333333333335,0.3333333333333333,0.10000000000000003,0.4666666666666667,0.13333333333333333,0.4666666666666667,0.13333333333333333,0.03333333333333333,0.13333333333333333,0.13333333333333333,4.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,7.0,11.0,0.8297872340425533,0.8297872340425533,0.015957446808510644,1.0000000000000002e-06,0.514996554600318,0.8543735224586289,0.01643026004728133,0.008974358974358975,0.0,0.0038461538461538464,0.0038461538461538464,0.0,0.3333333333333333,0.43333333333333335,0.16601102784728256,0.0,0.05,OK,
corr_mix,full,fused_fisher_lrt_delta,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,30,30,1.0,1.0,1.0,OK,30.0,0.7666666666666667,0.3,0.46666666666666673,0.8,0.3,0.8,0.3,0.03333333333333333,0.3,0.3,4.0,11.5,26.0,11.5,26.0,26.0,26.0,10.0,26.0,11.5,26.0,9.0,15.0,0.7806146572104019,0.7806146572104019,0.015011820330969271,1.0000000000000002e-06,0.7550062917362025,0.8605200945626479,0.016548463356974002,0.04102564102564103,0.01111111111111111,0.023076923076923075,0.023076923076923075,-0.01111111111111111,0.3,0.7666666666666667,1.7977492436575015e-07,1.0,0.05,OK,
corr_mix,full,fused_sp,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,30,30,1.0,1.0,1.0,OK,30.0,0.8666666666666667,0.36666666666666664,0.5,0.8666666666666667,0.43333333333333335,0.8666666666666667,0.43333333333333335,0.0,0.43333333333333335,0.43333333333333335,4.0,7.5,26.0,7.5,26.0,26.0,26.0,7.5,26.0,7.5,26.0,5.0,13.0,1.0510638297872341,0.7683215130023641,0.02021276595744681,0.04121453227134665,19.131522381113225,0.854373522458629,0.02316784869976359,0.06794871794871796,0.03333333333333333,0.03974358974358975,0.04230769230769231,-0.03333333333333333,0.36666666666666664,0.8666666666666667,2.2561254986946333e-08,1.0,0.05,OK,
corr_mix,full,fused_sp_lrt_delta,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,24,24,24,0.8,0.8,0.8,OK,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,NA,NA,0.7299054373522457,0.7299054373522457,0.014036643026004728,0.0002893078383172255,1628.8325490031068,0.7375886524822693,0.014184397163120567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,OK,
corr_mix,full,max_abs,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,30,30,1.0,1.0,1.0,OK,30.0,0.5,0.5333333333333333,-0.033333333333333326,0.5333333333333333,0.16666666666666666,0.5333333333333333,0.16666666666666666,0.03333333333333333,0.13333333333333333,0.13333333333333333,4.0,25.0,24.5,25.0,26.0,24.5,26.0,21.5,26.0,25.0,26.0,8.0,5.5,1.8501182033096923,1.0695035460992908,0.035579196217494086,0.04666437208391654,-0.03015128386301962,1.0141843971631204,0.03333333333333334,0.01153846153846154,0.02222222222222222,-0.001282051282051282,0.001282051282051282,0.02222222222222222,0.5333333333333333,0.5,0.7090831412113175,0.0,0.05,OK,
corr_mix,full,pc_t2,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,30,30,1.0,1.0,1.0,OK,30.0,0.3,0.43333333333333335,-0.13333333333333336,0.3,0.03333333333333333,0.3,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,4.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,10.0,10.0,0.9773049645390071,0.8236406619385342,0.018794326241134755,0.012013798747827436,0.02826544941702487,0.8420803782505911,0.019621749408983456,0.006410256410256411,0.0,-0.006410256410256411,0.006410256410256411,0.0,0.43333333333333335,0.3,0.9537099168497537,0.0,0.05,OK,
corr_mix,full,res_energy,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,30,30,1.0,1.0,1.0,OK,30.0,0.8666666666666667,0.36666666666666664,0.5,0.8666666666666667,0.43333333333333335,0.8666666666666667,0.43333333333333335,0.0,0.43333333333333335,0.43333333333333335,4.0,7.5,26.0,7.5,26.0,26.0,26.0,7.5,26.0,7.5,26.0,5.0,13.0,1.0510638297872341,0.7683215130023641,0.02021276595744681,0.04121453227134665,9.383844283563786,0.854373522458629,0.02316784869976359,0.06794871794871796,0.03333333333333333,0.03974358974358975,0.04230769230769231,-0.03333333333333333,0.36666666666666664,0.8666666666666667,2.2561254986946333e-08,1.0,0.05,OK,
corr_mix,full,stale,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,30,0,30,1.0,0.0,1.0,OK,30.0,0.4,0.4,0.0,0.9666666666666667,0.6,0.9666666666666667,0.6,0.5666666666666667,0.0,0.0,4.0,26.0,26.0,26.0,26.0,26.0,26.0,0.0,23.200000000000003,26.0,26.0,17.0,17.0,25.164066193853426,1.094089834515366,0.4839243498817967,1.0000000000000002e-06,0.07697804566131967,1.094089834515366,0.4839243498817967,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5689095006195575,0.0,0.05,OK,
corr_mix,score_only,T2,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,22,22,22,0.7333333333333333,0.7333333333333333,0.7333333333333333,OK,22.0,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.7272727272727273,0.7727272727272727,0.7272727272727273,0.0,0.7272727272727273,0.7272727272727273,4.0,0.0,26.0,0.0,26.0,26.0,26.0,0.0,26.0,0.0,26.0,0.0,NA,0.5867182462927142,0.5867182462927142,0.01128304319793681,0.004920851967110119,3904015690.9284177,0.7375886524822696,0.01418439716312057,0.05769230769230771,0.045454545454545456,0.05769230769230771,0.05769230769230771,-0.045454545454545456,0.0,0.7727272727272727,0.0,1.0,0.05,OK,
corr_mix,score_only,coh_resid_energy,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,22,22,22,0.7333333333333333,0.7333333333333333,0.7333333333333333,OK,22.0,0.6818181818181818,1.0,-0.31818181818181823,0.6818181818181818,0.2727272727272727,0.6818181818181818,0.2727272727272727,0.0,0.0,0.0,4.0,11.5,7.5,11.5,26.0,7.5,24.800000000000004,11.5,26.0,11.5,26.0,5.0,7.5,1.131528046421663,1.131528046421663,0.021760154738878133,0.01756510775974823,0.19450582901274113,1.1063829787234039,0.021276595744680844,0.015734265734265732,0.0,-0.01223776223776224,0.01223776223776224,0.0,1.0,0.6818181818181818,1.0,0.0,0.05,OK,
corr_mix,score_only,coh_resid_t2,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,22,22,22,0.7333333333333333,0.7333333333333333,0.7333333333333333,OK,22.0,0.9090909090909091,0.0,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.9090909090909091,0.7272727272727273,0.0,0.7272727272727273,0.7272727272727273,4.0,0.0,26.0,0.0,22.00000000000002,26.0,26.0,0.0,22.00000000000002,0.0,22.00000000000002,0.0,NA,0.5783365570599611,0.5783365570599611,0.011121856866537714,0.002423094073622638,356445.5370300937,0.7375886524822696,0.01418439716312057,0.05944055944055944,0.0303030303030303,0.05944055944055944,0.05944055944055944,-0.0303030303030303,0.0,0.9090909090909091,0.0,1.0,0.05,OK,
corr_mix,score_only,cusum_coh_resid_t2,max,1.0,1,1.0,1.0,budget_only,count,0.1,0.15,0.1,5.423076923076923,5,1,0.9219858156028369,30,17,17,17,0.5666666666666667,0.5666666666666667,0.5666666666666667,OK,17.0,0.9411764705882353,0.7647058823529411,0.17647058823529416,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.0,0.47058823529411764,0.47058823529411764,4.0,0.0,14.0,0.0,7.0000000000000036,14.0,26.0,0.0,7.0000000000000036,0.0,7.0000000000000036,0.0,9.0,0.9979140592407176,0.9328327075511056,0.019190654985398417,NA,360914.6817629387,0.9762202753441803,0.020442219440967878,0.8710407239819005,0.0196078431372549,0.8710407239819005,0.8710407239819005,-0.0196078431372549,0.7647058823529411,0.9411764705882353,0.06515488646663978,0.0,0.05,OK,
