panel,detector,budget,max_events_ratio,max_tiw_ratio,frac_violate_events,frac_violate_tiw,pass_rate,frac_violate_any,n_windows
all_only,T2,1.0,1.0,0.17094017094017094,0.0,0.0,1.0,0.0,3
all_only,T2,2.0,0.6666666666666666,0.25641025641025644,0.0,0.0,1.0,0.0,3
all_only,cusum_factor_cov_lrt,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
all_only,cusum_factor_cov_lrt,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3
all_only,ewma_factor_cov_lrt,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
all_only,ewma_factor_cov_lrt,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3
all_only,factor_cov_change,1.0,1.0,0.7692307692307693,0.0,0.0,1.0,0.0,3
all_only,factor_cov_change,2.0,0.8333333333333334,1.1111111111111112,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
all_only,factor_cov_delta,1.0,1.0,0.17094017094017094,0.0,0.0,1.0,0.0,3
all_only,factor_cov_delta,2.0,0.8333333333333334,0.29914529914529914,0.0,0.0,1.0,0.0,3
all_only,factor_cov_lrt,1.0,1.0,1.2393162393162394,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
all_only,factor_cov_lrt,2.0,0.3333333333333333,1.3675213675213675,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
all_only,factor_cov_lrt_delta,1.0,1.0,0.12820512820512822,0.0,0.0,1.0,0.0,3
all_only,factor_cov_lrt_delta,2.0,0.8333333333333334,1.2820512820512822,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
all_only,fused_fisher,1.0,1.0,0.8974358974358975,0.0,0.0,1.0,0.0,3
all_only,fused_fisher,2.0,0.5,0.8974358974358975,0.0,0.0,1.0,0.0,3
all_only,fused_fisher_lrt_delta,1.0,1.0,0.12820512820512822,0.0,0.0,1.0,0.0,3
all_only,fused_fisher_lrt_delta,2.0,0.6666666666666666,1.0683760683760686,0.0,0.0,1.0,0.0,3
all_only,fused_sp,1.0,0.6666666666666666,0.42735042735042733,0.0,0.0,1.0,0.0,3
all_only,fused_sp,2.0,0.5,1.3247863247863247,0.0,1.0,0.0,1.0,3
all_only,fused_sp_lrt_delta,1.0,1.0,0.12820512820512822,0.0,0.0,1.0,0.0,3
all_only,fused_sp_lrt_delta,2.0,0.6666666666666666,1.2393162393162394,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
all_only,max_abs,1.0,1.3333333333333333,0.25641025641025644,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,3
all_only,max_abs,2.0,0.6666666666666666,0.25641025641025644,0.0,0.0,1.0,0.0,3
all_only,pc_t2,1.0,1.0,0.17094017094017094,0.0,0.0,1.0,0.0,3
all_only,pc_t2,2.0,0.6666666666666666,0.25641025641025644,0.0,0.0,1.0,0.0,3
all_only,res_energy,1.0,1.3333333333333333,1.2393162393162394,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
all_only,res_energy,2.0,0.5,1.1965811965811965,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
all_only,stale,1.0,1.3333333333333333,3.2051282051282053,1.0,1.0,0.0,1.0,3
all_only,stale,2.0,0.6666666666666666,3.2051282051282053,0.0,1.0,0.0,1.0,3
full,T2,1.0,0.6666666666666666,0.12820512820512822,0.0,0.0,1.0,0.0,3
full,T2,2.0,0.8333333333333334,1.4102564102564104,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
full,cusum_factor_cov_lrt,1.0,1.0,0.12820512820512822,0.0,0.0,1.0,0.0,3
full,cusum_factor_cov_lrt,2.0,0.8333333333333334,0.38461538461538464,0.0,0.0,1.0,0.0,3
full,ewma_factor_cov_lrt,1.0,1.0,1.6666666666666667,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
full,ewma_factor_cov_lrt,2.0,0.5,1.2820512820512822,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
full,factor_cov_change,1.0,1.3333333333333333,0.5982905982905983,1.0,0.0,0.0,1.0,3
full,factor_cov_change,2.0,0.8333333333333334,1.7094017094017093,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
full,factor_cov_delta,1.0,1.3333333333333333,0.3418803418803419,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,3
full,factor_cov_delta,2.0,0.6666666666666666,1.2820512820512822,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
full,factor_cov_lrt,1.0,0.6666666666666666,0.12820512820512822,0.0,0.0,1.0,0.0,3
full,factor_cov_lrt,2.0,0.8333333333333334,1.2393162393162394,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
full,factor_cov_lrt_delta,1.0,1.0,0.12820512820512822,0.0,0.0,1.0,0.0,3
full,factor_cov_lrt_delta,2.0,0.5,1.3247863247863247,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
full,fused_fisher,1.0,1.0,0.12820512820512822,0.0,0.0,1.0,0.0,3
full,fused_fisher,2.0,0.8333333333333334,1.153846153846154,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
full,fused_fisher_lrt_delta,1.0,1.0,0.12820512820512822,0.0,0.0,1.0,0.0,3
full,fused_fisher_lrt_delta,2.0,0.8333333333333334,1.2820512820512822,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
