panel,detector,budget,max_events_ratio,max_tiw_ratio,frac_violate_events,frac_violate_tiw,pass_rate,frac_violate_any,n_windows
all_only,T2,0.25,4.0,1.527777777777778,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,3
all_only,T2,0.5,2.0,1.8055555555555554,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
all_only,T2,0.75,1.7777777777777777,2.3611111111111107,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
all_only,T2,1.0,1.0,1.8055555555555554,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
all_only,T2,1.25,0.8,1.8055555555555554,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
all_only,T2,1.5,0.6666666666666666,1.8055555555555554,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
all_only,T2,2.0,0.5,1.8055555555555554,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
all_only,cusum_factor_cov_lrt,0.25,5.333333333333333,1.527777777777778,1.0,0.6666666666666666,0.0,1.0,3
all_only,cusum_factor_cov_lrt,0.5,2.6666666666666665,1.8055555555555554,1.0,0.6666666666666666,0.0,1.0,3
all_only,cusum_factor_cov_lrt,0.75,1.7777777777777777,2.3611111111111107,1.0,1.0,0.0,1.0,3
all_only,cusum_factor_cov_lrt,1.0,1.3333333333333333,2.3611111111111107,1.0,1.0,0.0,1.0,3
all_only,cusum_factor_cov_lrt,1.25,1.0666666666666667,2.3611111111111107,0.0,1.0,0.0,1.0,3
all_only,cusum_factor_cov_lrt,1.5,0.8888888888888888,2.3611111111111107,0.0,1.0,0.0,1.0,3
all_only,cusum_factor_cov_lrt,2.0,0.6666666666666666,2.3611111111111107,0.0,1.0,0.0,1.0,3
all_only,ewma_factor_cov_lrt,0.25,1.3333333333333333,0.5555555555555555,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,3
all_only,ewma_factor_cov_lrt,0.5,0.6666666666666666,0.6944444444444444,0.0,0.0,1.0,0.0,3
all_only,ewma_factor_cov_lrt,0.75,0.4444444444444444,0.8333333333333333,0.0,0.0,1.0,0.0,3
all_only,ewma_factor_cov_lrt,1.0,1.0,1.9444444444444444,0.0,1.0,0.0,1.0,3
all_only,ewma_factor_cov_lrt,1.25,0.8,2.0833333333333335,0.0,1.0,0.0,1.0,3
